score_type,tier,regime,attack_pct,k,n_targeted,n_attacked,restoration_rate,asr_after
Score 1,structural,stealthy,60,57,1234,345,0.0,1.0
Score 1,noisy,aggressive,60,1,1234,1234,0.3549432739059968,0.6450567260940032
Score 1,noisy,aggressive,60,2,1234,1234,0.2965964343598055,0.7034035656401945
Score 1,noisy,aggressive,60,3,1234,1234,0.24878444084278767,0.7512155591572123
Score 1,noisy,aggressive,60,5,1234,1234,0.24959481361426256,0.7504051863857375
Score 1,noisy,aggressive,60,10,1234,1234,0.18638573743922204,0.813614262560778
Score 1,noisy,aggressive,60,15,1234,1234,0.1053484602917342,0.8946515397082658
Score 1,noisy,aggressive,60,20,1234,1234,0.09562398703403566,0.9043760129659644
Score 1,noisy,aggressive,60,30,1234,1234,0.03808752025931929,0.9619124797406807
Score 1,noisy,aggressive,60,40,1234,1234,0.008103727714748784,0.9918962722852512
Score 1,noisy,aggressive,60,50,1234,1234,0.0024311183144246355,0.9975688816855753
Score 1,noisy,aggressive,60,57,1234,1234,0.0,1.0
Score 1,noisy,stealthy,60,1,1234,268,0.7350746268656716,0.2649253731343284
Score 1,noisy,stealthy,60,2,1234,268,0.6865671641791045,0.31343283582089554
Score 1,noisy,stealthy,60,3,1234,268,0.6529850746268657,0.3470149253731343
Score 1,noisy,stealthy,60,5,1234,268,0.6417910447761194,0.35820895522388063
Score 1,noisy,stealthy,60,10,1234,268,0.5559701492537313,0.44402985074626866
Score 1,noisy,stealthy,60,15,1234,268,0.5298507462686567,0.4701492537313433
Score 1,noisy,stealthy,60,20,1234,268,0.5373134328358209,0.4626865671641791
Score 1,noisy,stealthy,60,30,1234,268,0.5708955223880597,0.42910447761194026
Score 1,noisy,stealthy,60,40,1234,268,0.4925373134328358,0.5074626865671642
Score 1,noisy,stealthy,60,50,1234,268,0.10820895522388059,0.8917910447761194
Score 1,noisy,stealthy,60,57,1234,268,0.0,1.0
Score 1,structural,aggressive,70,1,1439,1439,0.296038915913829,0.703961084086171
Score 1,structural,aggressive,70,2,1439,1439,0.14176511466296038,0.8582348853370396
Score 1,structural,aggressive,70,3,1439,1439,0.1480194579569145,0.8519805420430855
Score 1,structural,aggressive,70,5,1439,1439,0.11257817929117443,0.8874218207088256
Score 1,structural,aggressive,70,10,1439,1439,0.02849200833912439,0.9715079916608756
Score 1,structural,aggressive,70,15,1439,1439,0.0118137595552467,0.9881862404447533
Score 1,structural,aggressive,70,20,1439,1439,0.007644197359277276,0.9923558026407228
Score 1,structural,aggressive,70,30,1439,1439,0.0,1.0
Score 1,structural,aggressive,70,40,1439,1439,0.0,1.0
Score 1,structural,aggressive,70,50,1439,1439,0.0,1.0
Score 1,structural,aggressive,70,57,1439,1439,0.0,1.0
Score 1,structural,stealthy,70,1,1439,393,0.8269720101781171,0.17302798982188294
Score 1,structural,stealthy,70,2,1439,393,0.7760814249363868,0.22391857506361323
Score 1,structural,stealthy,70,3,1439,393,0.7582697201017812,0.24173027989821882
Score 1,structural,stealthy,70,5,1439,393,0.7430025445292621,0.25699745547073793
Score 1,structural,stealthy,70,10,1439,393,0.5292620865139949,0.47073791348600513
Score 1,structural,stealthy,70,15,1439,393,0.5318066157760815,0.46819338422391854
Score 1,structural,stealthy,70,20,1439,393,0.55470737913486,0.44529262086514
Score 1,structural,stealthy,70,30,1439,393,0.5216284987277354,0.4783715012722646
Score 1,structural,stealthy,70,40,1439,393,0.3460559796437659,0.6539440203562341
Score 1,structural,stealthy,70,50,1439,393,0.06615776081424936,0.9338422391857506
Score 1,structural,stealthy,70,57,1439,393,0.0,1.0
Score 1,noisy,aggressive,70,1,1439,1439,0.3683113273106324,0.6316886726893676
Score 1,noisy,aggressive,70,2,1439,1439,0.2661570535093815,0.7338429464906184
Score 1,noisy,aggressive,70,3,1439,1439,0.23488533703961084,0.7651146629603891
Score 1,noisy,aggressive,70,5,1439,1439,0.21890201528839473,0.7810979847116053
Score 1,noisy,aggressive,70,10,1439,1439,0.15983321751216123,0.8401667824878387
Score 1,noisy,aggressive,70,15,1439,1439,0.09034051424600417,0.9096594857539958
Score 1,noisy,aggressive,70,20,1439,1439,0.08200138985406533,0.9179986101459346
Score 1,noisy,aggressive,70,30,1439,1439,0.03266157053509382,0.9673384294649062
Score 1,noisy,aggressive,70,40,1439,1439,0.006949270326615705,0.9930507296733843
Score 1,noisy,aggressive,70,50,1439,1439,0.0020847810979847115,0.9979152189020153
Score 1,noisy,aggressive,70,57,1439,1439,0.0,1.0
Score 1,noisy,stealthy,70,1,1439,371,0.7789757412398922,0.22102425876010778
Score 1,noisy,stealthy,70,2,1439,371,0.7466307277628033,0.25336927223719674
Score 1,noisy,stealthy,70,3,1439,371,0.7115902964959568,0.28840970350404316
Score 1,noisy,stealthy,70,5,1439,371,0.6954177897574124,0.3045822102425876
Score 1,noisy,stealthy,70,10,1439,371,0.5714285714285714,0.4285714285714286
Score 1,noisy,stealthy,70,15,1439,371,0.5579514824797843,0.4420485175202157
Score 1,noisy,stealthy,70,20,1439,371,0.5741239892183289,0.42587601078167114
Score 1,noisy,stealthy,70,30,1439,371,0.5795148247978437,0.42048517520215634
Score 1,noisy,stealthy,70,40,1439,371,0.444743935309973,0.555256064690027
Score 1,noisy,stealthy,70,50,1439,371,0.08355795148247978,0.9164420485175202
Score 1,noisy,stealthy,70,57,1439,371,0.0,1.0
Score 1,structural,aggressive,80,1,1645,1645,0.3088145896656535,0.6911854103343464
Score 1,structural,aggressive,80,2,1645,1645,0.16291793313069908,0.8370820668693009
Score 1,structural,aggressive,80,3,1645,1645,0.16717325227963525,0.8328267477203648
Score 1,structural,aggressive,80,5,1645,1645,0.1337386018237082,0.8662613981762918
Score 1,structural,aggressive,80,10,1645,1645,0.053495440729483285,0.9465045592705167
Score 1,structural,aggressive,80,15,1645,1645,0.03525835866261398,0.964741641337386
Score 1,structural,aggressive,80,20,1645,1645,0.02796352583586626,0.9720364741641337
Score 1,structural,aggressive,80,30,1645,1645,0.0024316109422492403,0.9975683890577508
Score 1,structural,aggressive,80,40,1645,1645,0.0,1.0
Score 1,structural,aggressive,80,50,1645,1645,0.0,1.0
Score 1,structural,aggressive,80,57,1645,1645,0.0,1.0
Score 1,structural,stealthy,80,1,1645,431,0.8259860788863109,0.17401392111368907
Score 1,structural,stealthy,80,2,1645,431,0.7703016241299304,0.22969837587006958
Score 1,structural,stealthy,80,3,1645,431,0.7517401392111369,0.24825986078886308
Score 1,structural,stealthy,80,5,1645,431,0.740139211136891,0.25986078886310904
Score 1,structural,stealthy,80,10,1645,431,0.5290023201856149,0.4709976798143851
Score 1,structural,stealthy,80,15,1645,431,0.5266821345707656,0.4733178654292344
Score 1,structural,stealthy,80,20,1645,431,0.5452436194895591,0.45475638051044087
Score 1,structural,stealthy,80,30,1645,431,0.5220417633410673,0.47795823665893267
Score 1,structural,stealthy,80,40,1645,431,0.35498839907192575,0.6450116009280742
Score 1,structural,stealthy,80,50,1645,431,0.06264501160092807,0.9373549883990719
Score 1,structural,stealthy,80,57,1645,431,0.0,1.0
Score 1,noisy,aggressive,80,1,1645,1645,0.3507598784194529,0.6492401215805471
Score 1,noisy,aggressive,80,2,1645,1645,0.23829787234042554,0.7617021276595745
Score 1,noisy,aggressive,80,3,1645,1645,0.2115501519756839,0.7884498480243161
Score 1,noisy,aggressive,80,5,1645,1645,0.19696048632218846,0.8030395136778116
Score 1,noisy,aggressive,80,10,1645,1645,0.1398176291793313,0.8601823708206687
Score 1,noisy,aggressive,80,15,1645,1645,0.0790273556231003,0.9209726443768997
Score 1,noisy,aggressive,80,20,1645,1645,0.07173252279635259,0.9282674772036474
